station_id,station_name,station_address,station_position,station_externalid,url
40895,15049 - PORTE DE VERSAILLES,2 AVENUE ERNEST RENAN - 75015 PARIS,"(48.8321794442604,2.28712226198256)",15049,http://velibs.github.io/data/png/40895.png
41435,11004 - CHARONNE SAINT ANTOINE,3 RUE DE CHARONNE - 75011 PARIS,"(48.8522552900425,2.37402723561374)",11004,http://velibs.github.io/data/png/41435.png
41847,19116 - JAURES VILLETTE,180 BOULEVARD DE LA VILLETTE - 75019 PARIS,"(48.881472498481,2.37026248225988)",19116,http://velibs.github.io/data/png/41847.png
41850,22006 - PIERRET (NEUILLY),33 RUE PIERRET - 92200 NEUILLY SUR SEINE,"(48.8830266591596,2.26009698393187)",22006,http://velibs.github.io/data/png/41850.png
42560,07026 - PLACE DE FINLANDE,39 QUAI D'ORSAY - 75007 PARIS,"(48.86269,2.31138)",7026,http://velibs.github.io/data/png/42560.png
42563,44102 - VERDUN (SAINT MAURICE),14 avenue de Verdun - 94410 SAINT MAURICE,"(48.8221758049375,2.42150447606237)",44102,http://velibs.github.io/data/png/42563.png
43612,05007 - ECOLES CARMES,39 RUE DES ECOLES - 75005 PARIS,"(48.8489190079083,2.34720132952048)",5007,http://velibs.github.io/data/png/43612.png
43724,34005 - LESENNE (SAINT OUEN),44 RUE ADRIEN LESENNE - 93400 SAINT OUEN,"(48.9025532782227,2.34827493630495)",34005,http://velibs.github.io/data/png/43724.png
43629,18049 - PTE D'AUBERVILLIERS,3-5 BOULEVARD NEY - 75018 PARIS,"(48.8984521733198,2.36960946333546)",18049,http://velibs.github.io/data/png/43629.png
43644,13027 - MAZAGRAND COUBERTIN,AVENUE DE LA PORTE DE GENTILLY - 75013 PARIS,"(48.816258257226,2.34418192298955)",13027,http://velibs.github.io/data/png/43644.png
41106,15037 - GROULT,202 RUE LECOURBE - 75015 PARIS,"(48.8404161884088,2.29546490651511)",15037,http://velibs.github.io/data/png/41106.png
43391,10027 - DUNKERQUE,4 RUE DE DUNKERQUE - 75010 PARIS,"(48.8793551031739,2.35837919245454)",10027,http://velibs.github.io/data/png/43391.png
41848,34010 - DIDEROT 2 (SAINT OUEN),FACE 61-63 RUE DIDEROT- 93400 SAINT OUEN,"(48.9115704593083,2.33391012712922)",34010,http://velibs.github.io/data/png/41848.png
42338,15006 - CHERCHE MIDI,FACE AU 138 RUE DU CHERCHE MIDI - 75015 PARIS,"(48.8445759639333,2.31775657923202)",15006,http://velibs.github.io/data/png/42338.png
42960,17024 - VILLIERS,1/3 PLACE PROSPER GOUBAUX - 75017 PARIS,"(48.881208332796,2.31644964079872)",17024,http://velibs.github.io/data/png/42960.png
42961,20033 - ETIENNE DOLET,29 RUE ETIENNE DOLLET - 75020 PARIS,"(48.8680494102479,2.3851330976189)",20033,http://velibs.github.io/data/png/42961.png
42984,21008 - HUGO (BOULOGNE-BILLANCOURT),74 AVENUE VICTOR HUGO - 92100 BOULOGNE-BILLANCOURT,"(48.8379233147709,2.2460641515441)",21008,http://velibs.github.io/data/png/42984.png
42981,01025 - TEMPLE DE L'ORATOIRE,2 RUE DE L'ORATOIRE - 75001 PARIS,"(48.8613894682984,2.34005523281748)",1025,http://velibs.github.io/data/png/42981.png
42349,14032 - MOUTON DUVERNET - MAIRIE DU 14EME,26 RUE MOUTON DUVERNET - 75014 PARIS,"(48.8325012787035,2.32540116669297)",14032,http://velibs.github.io/data/png/42349.png
41391,16016 - PAUL DOUMER / LA TOUR,53 AVENUE PAUL DOUMER - 75016 PARIS,"(48.8601161096266,2.28084048191106)",16016,http://velibs.github.io/data/png/41391.png
40952,11001 - BASTILLE RICHARD LENOIR,2 BOULEVARD RICHARD LENOIR - 75011 PARIS,"(48.853848226211,2.3697014882175)",11001,http://velibs.github.io/data/png/40952.png
42765,23011 - BINEAU (LEVALLOIS),16 BOULEVARD BINEAU - 92300 LEVALLOIS-PERRET,"(48.8866813724989,2.28402369121817)",23011,http://velibs.github.io/data/png/42765.png
40726,09019 - VICTOR MASSE,38 RUE VICTOR MASSE - 75009 PARIS,"(48.881149033953,2.33668100429512)",9019,http://velibs.github.io/data/png/40726.png
40830,15036 - LAMBERT,102 RUE DE LA CROIX NIVERT - 75015 PARIS,"(48.8430763869499,2.29514141310447)",15036,http://velibs.github.io/data/png/40830.png
40851,14029 - GERGOVIE VERCINGETORIX,112 RUE VERCINGETORIX - 75014 PARIS,"(48.8342592499304,2.31339164711325)",14029,http://velibs.github.io/data/png/40851.png
41068,43005 - AUBERT (VINCENNES),18 AVENUE AUBERT - 94300 VINCENNES,"(48.8475504363108,2.43343260792337)",43005,http://velibs.github.io/data/png/41068.png
40652,09021 - SAINT GEORGES,56 RUE SAINT GEORGES - 75009 PARIS,"(48.877872278318,2.33744680420367)",9021,http://velibs.github.io/data/png/40652.png
40651,12124 - PYRAMIDE ARTILLERIE,ROUTE DE L'ARTILLERIE - 75012 PARIS,"(48.8390411459082,2.43765533908295)",12124,http://velibs.github.io/data/png/40651.png
40655,07007 - MUSÉE D'ORSAY,62 RUE DE LILLE - 75007 PARIS,"(48.859710104435,2.32580902462503)",7007,http://velibs.github.io/data/png/40655.png
40657,20011 - PYRÉNÉES-DAGORNO,103 RUE DES PYRENNEES - 75020 PARIS,"(48.8555013539889,2.40516852063917)",20011,http://velibs.github.io/data/png/40657.png
40664,11029 - MENILMONTANT OBERKAMPF,137 BOULEVARD MENILMONTANT - 75011 PARIS,"(48.8666176586814,2.38301344041578)",11029,http://velibs.github.io/data/png/40664.png
40660,05005 - SAINT JACQUES GAY LUSSAC,27 RUE GAY LUSSAC - 75005 PARIS,"(48.8447302561321,2.34192394486641)",5005,http://velibs.github.io/data/png/40660.png
40659,33006 - KARMAN (AUBERVILLIERS),FACE 143 RUE ANDRE KARMAN - 93300 AUBERVILLIERS,"(48.9101436710038,2.38505201824411)",33006,http://velibs.github.io/data/png/40659.png
40665,04020 - BEAUBOURG PLACE MICHELET,FACE 27 RUE QUINCAMPOIX - 75004 PARIS,"(48.8600883261048,2.3501483359202)",4020,http://velibs.github.io/data/png/40665.png
40669,07012 - CITE VANEAU,7 CITE VANEAU - 75007 PARIS,"(48.854268334051,2.31945401006142)",7012,http://velibs.github.io/data/png/40669.png
42587,12108 - PALAIS OMNISPORT,81 RUE DE BERCY - 75012 PARIS,"(48.8387753064814,2.38086079265402)",12108,http://velibs.github.io/data/png/42587.png
43332,16001 - AVENUE DES PORTUGAIS,2 AVENUE DES PORTUGAIS - 75016 PARIS,"(48.8712137121912,2.29369213364784)",16001,http://velibs.github.io/data/png/43332.png
43304,22404 - BROSSOLETTE 2 (MALAKOFF),102 AVENUE PIERRE BROSSOLETTE - 92240 MALAKOFF,"(48.8175597535818,2.30748584126749)",22404,http://velibs.github.io/data/png/43304.png
40692,11008 - FAIDHERBE CHALIGNY,223 RUE DU FAUBOURG SAINT ANTOINE - 75011 PARIS,"(48.8503797538799,2.38386933547444)",11008,http://velibs.github.io/data/png/40692.png
40691,18042 - PIGALLE GERMAIN PILLON,FACE 36 BOULEVARD DE CLICHY - 75018 PARIS,"(48.8827280905451,2.33626263901659)",18042,http://velibs.github.io/data/png/40691.png
40702,19038 - JOURDAIN,9 RUE LASSUS - 75019 PARIS,"(48.8755503947562,2.38903816084755)",19038,http://velibs.github.io/data/png/40702.png
40703,13037 - IVRY BAUDICOURT,76 AVENUE D'IVRY - 75013 PARIS,"(48.824695995415,2.36310607357747)",13037,http://velibs.github.io/data/png/40703.png
40712,15118 - PLACE BIENVENUE,11 RUE DE L'ARRIVEE - 75015 PARIS,"(48.8431988280709,2.32225737727924)",15118,http://velibs.github.io/data/png/40712.png
40716,09005 - SQUARE D'ANVERS,95 RUE DE DUNKERQUE - 75009 PARIS,"(48.8826334843108,2.34488440621221)",9005,http://velibs.github.io/data/png/40716.png
40714,06006 - NOTRE DAME DES CHAMPS,41 RUE NOTRE DAME DES CHAMPS - 75006 PARIS,"(48.8447992885877,2.32933775588718)",6006,http://velibs.github.io/data/png/40714.png
40718,08031 - ROND POINT DES CHAMPS ELYSEES,2 RUE JEAN MERMOZ - 75008 PARIS,"(48.8697088479524,2.31071465537424)",8031,http://velibs.github.io/data/png/40718.png
40752,00901 - PORT SOLFÉRINO (STATION MOBILE),QUAI ANATOLE FRANCE - PONT SOLFERINO - 75007 PARIS,"(48.86138,2.32442)",901,http://velibs.github.io/data/png/40752.png
40767,13021 - BOUSSINGAULT - TOLBIAC,55 RUE BOUSSINGAULT - 75013 PARIS,"(48.8260351660585,2.34217680800433)",13021,http://velibs.github.io/data/png/40767.png
40772,22012 - MICHELIS (NEUILLY),32 RUE DE MADELEINE MICHELIS - 92200 NEUILLY,"(48.8827499154713,2.27740638127753)",22012,http://velibs.github.io/data/png/40772.png
40778,15062 - BOUCICAUT,87 RUE DE LA CONVENTION - 75015 PARIS,"(48.8421443315782,2.28586265594394)",15062,http://velibs.github.io/data/png/40778.png
40770,34002 - PERI (SAINT OUEN),128 AVENUE GABRIEL PERI / AVENUE DU CAPITAINE GLAMER - 93400 SAINT OUEN,"(48.9025922416309,2.33051356484027)",34002,http://velibs.github.io/data/png/40770.png
40773,05104 - BUFFON,47 RUE BUFFON - 75005 PARIS,"(48.841916179826,2.35891268131767)",5104,http://velibs.github.io/data/png/40773.png
40755,15064 - JAVEL,DEV 5 AVENUE EMILE ZOLA - 75015 PARIS,"(48.8462949182689,2.2784139125938)",15064,http://velibs.github.io/data/png/40755.png
40801,13026 - PLACE HENOCQUE VERSION 2,21 RUE DU DR LERAY ET LANDOUZY - 75013 PARIS,"(48.8233161721775,2.35433694417225)",13026,http://velibs.github.io/data/png/40801.png
40804,19028 - PLACE DES FETES,17 RUE DES FETES - 75019 PARIS,"(48.8764683397331,2.3922846297885)",19028,http://velibs.github.io/data/png/40804.png
40817,43006 - MINIMES (VINCENNES),30 AVENUE DES MINIMES - 94300 VINCENNES,"(48.8414868563002,2.43079345113368)",43006,http://velibs.github.io/data/png/40817.png
40813,10008 - CITE RIVERIN,12 RUE CITE RIVERIN / ANGLE RUE DU CHATEAU D'EAU - 75010 PARIS,"(48.8707649818776,2.35872446227434)",10008,http://velibs.github.io/data/png/40813.png
40820,15054 - CHANDON,293 RUE LECOURBE - 75015 PARIS,"(48.837970342012,2.28758230704361)",15054,http://velibs.github.io/data/png/40820.png
40856,10015 - RECOLLETS,46 RUE LUCIE SAMPAIX - 75010 PARIS,"(48.8741129165068,2.36249852869626)",10015,http://velibs.github.io/data/png/40856.png
40870,19114 - MANIN SECRETAN,31 RUE MANIN - 75019 PARIS,"(48.879275195696,2.37863702192026)",19114,http://velibs.github.io/data/png/40870.png
40864,12019 - GARE DE REUILLY,58 RUE DE LA GARE DE REUILLY - 75012 PARIS,"(48.8425771005154,2.39724999059738)",12019,http://velibs.github.io/data/png/40864.png
40877,22011 - MONTROSIER (NEUILLY),7 RUE MONTROSIER - 92200 NEUILLY,"(48.8794413696326,2.27853571712278)",22011,http://velibs.github.io/data/png/40877.png
40866,13116 - PLACE DU DOCTEUR YERSIN,FACE 5 AVENUE DE LA PORTE D'IVRY - 75013 PARIS,"(48.8202267926197,2.37220930964573)",13116,http://velibs.github.io/data/png/40866.png
40918,42006 - BROSSOLETTE (IVRY),23 RUE PIERRE BROSSOLETTE - 94200 IVRY,"(48.8169297205612,2.38146031918422)",42006,http://velibs.github.io/data/png/40918.png
40929,11032 - METALLOS,81 BIS RUE JP TIMBAUD - 75011 PARIS,"(48.867937963098,2.3778855156848)",11032,http://velibs.github.io/data/png/40929.png
40923,06020 - SAINT MICHEL DANTON,2 RUE DANTON - 75006 PARIS,"(48.8529304105913,2.34265739289121)",6020,http://velibs.github.io/data/png/40923.png
40915,06103 - MEZIERES RENNES,16 RUE DE MEZIERES - 75006 PARIS,"(48.8502970102176,2.33044682027725)",6103,http://velibs.github.io/data/png/40915.png
40931,21113 - PETIT (CLICHY),2 RUE PETIT - 92110 CLICHY,"(48.8993483537726,2.29662648341284)",21113,http://velibs.github.io/data/png/40931.png
40924,11017 - ALEXANDRE DUMAS,FACE 77 BOULEVARD DE CHARONNE - 75011 PARIS,"(48.8541760404149,2.39609349532184)",11017,http://velibs.github.io/data/png/40924.png
40927,14111 - DENFERT-ROCHEREAU CASSINI,18 RUE CASSINI - 75014 PARIS,"(48.8375492921975,2.33598303046652)",14111,http://velibs.github.io/data/png/40927.png
40932,11044 - RICHARD LENOIR VOLTAIRE NORD,FACE 104 BOULEVARD RICHARD LENOIR - 75011 PARIS,"(48.8634319896359,2.37120861796012)",11044,http://velibs.github.io/data/png/40932.png
40935,20133 - RASSELINS,2 RUE DES RASSELINS - 75020 PARIS,"(48.853528685941,2.40961536277553)",20133,http://velibs.github.io/data/png/40935.png
40965,05018 - MUTUALITE,20 RUE MONGE - 75005 PARIS,"(48.8483857647167,2.35016993902064)",5018,http://velibs.github.io/data/png/40965.png
40973,04107 - BEAUMARCHAIS,27 BOULEVARD BEAUMARCHAIS - 75004 PARIS,"(48.8555013577017,2.36842906992905)",4107,http://velibs.github.io/data/png/40973.png
40969,35006 - DELIZY (PANTIN),FACE AU 23 RUE DELIZY - 93500 PANTIN,"(48.896331931661,2.40908765272598)",35006,http://velibs.github.io/data/png/40969.png
40977,05013 - ULM ERASME,13 RUE ERASME - 75005 PARIS,"(48.8425479496716,2.3445966499316)",5013,http://velibs.github.io/data/png/40977.png
40990,13103 - SAINT MARCEL,89 BOULEVARD DE L'HOPITAL - 75013 PARIS,"(48.8377276874543,2.3604603364768)",13103,http://velibs.github.io/data/png/40990.png
41020,09008 - TOUR D'AUVERGNE,24 RUE D'AUVERGNE - 75009 PARIS,"(48.8791617777755,2.34369843072095)",9008,http://velibs.github.io/data/png/41020.png
41021,43007 - VORGES (VINCENNES),4 AVENUE VORGES - 94300 VINCENNES,"(48.8482577527293,2.43989289938624)",43007,http://velibs.github.io/data/png/41021.png
41023,12006 - GARE DE LYON VAN GOGH,15 RUE VAN GOGH - 75012 PARIS,"(48.8441924078948,2.37169167797775)",12006,http://velibs.github.io/data/png/41023.png
41033,31002 - REPUBLIQUE (MONTREUIL),38 RUE DE LA REPUBLIQUE - 93100 MONTREUIL,"(48.8528141913458,2.41930708875366)",31002,http://velibs.github.io/data/png/41033.png
41027,21204 - D'ORVES (MONTROUGE),FACE 44 RUE D'ESTIENNES D'ORVES / PISCINE - 92120 MONTROUGE,"(48.8153882203973,2.32088679076093)",21204,http://velibs.github.io/data/png/41027.png
41035,15070 - BLANC,88 RUE BALARD - 75015 PARIS,"(48.838633871536,2.27827419306183)",15070,http://velibs.github.io/data/png/41035.png
41038,17047 - COURCELLES - DEMOURES,172 RUE DE COURCELLES - 75017 PARIS,"(48.8837697332735,2.29858466343129)",17047,http://velibs.github.io/data/png/41038.png
41032,14016 - REILLE MONTSOURIS,61 AVENUE RENE COTY - 75014 PARIS,"(48.824767102597,2.33599967730057)",14016,http://velibs.github.io/data/png/41032.png
41075,08034 - HAUSSMANN COURCELLES,49 RUE DE BERRI - 75008 PARIS,"(48.8748103900282,2.30831406418914)",8034,http://velibs.github.io/data/png/41075.png
41084,05029 - PORT ROYAL,FACE 41 AVENUE GEORGES BERNANOS - 75005 PARIS,"(48.8401089566606,2.33729688973794)",5029,http://velibs.github.io/data/png/41084.png
41089,15069 - BOUCICAUT FAURE,41 AVENUE FELIX FAURE - 75015 PARIS,"(48.841249336041,2.2883866008495)",15069,http://velibs.github.io/data/png/41089.png
41079,02012 - QUATRE SEPTEMBRE,10 RUE DE CHOISEUL - 75002 PARIS,"(48.8699697339689,2.3360394555421)",2012,http://velibs.github.io/data/png/41079.png
41085,20008 - MARAICHERS,73 RUE DES PYRENEES - 75020 PARIS,"(48.853246898212,2.40587104452954)",20008,http://velibs.github.io/data/png/41085.png
41086,17039 - PLACE SAINT FERDINAND,26 RUE SAINT FERDINAND - 75017 PARIS,"(48.8781552978974,2.28851804786494)",17039,http://velibs.github.io/data/png/41086.png
41093,35003 - VAILLANT (PANTIN),ANGLE RUE GENERAL GOSSERAND ET AVENUE EDOUARD VAILLANT - 93500 PANTIN,"(48.9026916179814,2.39325582933415)",35003,http://velibs.github.io/data/png/41093.png
41140,14115 - CITÉ UNIVERSITAIRE,AVENUE MAURICE D'OCAGNE - 75014 PARIS,"(48.8239231685446,2.31657332931609)",14115,http://velibs.github.io/data/png/41140.png
41128,43001 - PARIS 1 (VINCENNES),168 AVENUE DE PARIS - 94300 VINCENNES,"(48.8463380538888,2.42024734047464)",43001,http://velibs.github.io/data/png/41128.png
41132,01007 - ETIENNE MARCEL,2 RUE DE TURBIGO - 75001 PARIS,"(48.8635670471195,2.3477020211411)",1007,http://velibs.github.io/data/png/41132.png
41143,17004 - LEGENDRE AVENUE DE CLICHY,130 RUE LEGENDRE - 75017 PARIS,"(48.8889616185588,2.32252897509438)",17004,http://velibs.github.io/data/png/41143.png
41139,14125 - DAREAU,34 RUE DAREAU - 75014 PARIS,"(48.8307232145836,2.33614655720435)",14125,http://velibs.github.io/data/png/41139.png
41147,17007 - NAVIER,FACE 57 RUE NAVIER - 75017 PARIS,"(48.8959141175001,2.32272736705483)",17007,http://velibs.github.io/data/png/41147.png
41157,9104 - CAUMARTIN PROVENCE,115 rue de provence - 75009 PARIS,"(48.8741790240302,2.32777869011861)",9104,http://velibs.github.io/data/png/41157.png
41110,08055 - TERNES COURCELLES,87 BD COURCELLES - 75008 PARIS,"(48.8781888764185,2.29929600386146)",8055,http://velibs.github.io/data/png/41110.png
41193,14106 - STADE DIDOT,FACE 58 AVENUE MARC SANGNIER - 75014 PARIS,"(48.8253258700605,2.31067065346762)",14106,http://velibs.github.io/data/png/41193.png
41189,18005 - TARDIEU,8 RUE TARDIEU - 75018 PARIS,"(48.8841632664746,2.34187980231063)",18005,http://velibs.github.io/data/png/41189.png
41204,16034 - PORTE D'AUTEUIL,76 RUE D'AUTEUIL - 75016 PARIS,"(48.8479502077943,2.26065982613763)",16034,http://velibs.github.io/data/png/41204.png
41207,20018 - HARPIGNIES,2 RUE HARPIGNIES- 75020 PARIS,"(48.8586216693501,2.40994255387768)",20018,http://velibs.github.io/data/png/41207.png
41209,08047 - GEORGE V,28 AVENUE GEORGE V - 75008 PARIS,"(48.8681659405583,2.30127460931682)",8047,http://velibs.github.io/data/png/41209.png
41194,20120 - NOISY LE SEC,1 RUE EVARISTE GALOIS - 75020 PARIS,"(48.8733382252365,2.41323987955004)",20120,http://velibs.github.io/data/png/41194.png
41234,11109 - REPUBLIQUE PIERRE LEVEE,1 RUE DE LA PIERRE LEVEE - 75011 PARIS,"(48.8663313479025,2.37109744847151)",11109,http://velibs.github.io/data/png/41234.png
41236,14027 - ALESIA GERGOVIE,FACE 83 RUE DE GERGOVIE - 75014 PARIS,"(48.8308871745524,2.31888210120735)",14027,http://velibs.github.io/data/png/41236.png
41239,16104 - PAUL VALÉRY,26-32 RUE PAUL VALERY - 75016 PARIS,"(48.8713610397756,2.28886639604116)",16104,http://velibs.github.io/data/png/41239.png
41246,14108 - JOURDAN LE BRIX ET MESNIN,RUE LE BRIX ET MESNIN - 75014 PARIS,"(48.8223409659341,2.32786165330247)",14108,http://velibs.github.io/data/png/41246.png
41250,19118 - BOLIVAR BURNOUF,82 AVENUE SIMON BOLIVAR - 75019 PARIS,"(48.8771241776674,2.37427650923615)",19118,http://velibs.github.io/data/png/41250.png
41259,10009 - HITTORFF,FACE 14 RUE HITTORFF - 75010 PARIS,"(48.8720836088694,2.35766368561921)",10009,http://velibs.github.io/data/png/41259.png
41261,12038 - BEL AIR,FACE 12 BOULEVARD PICPUS - 75012 PARIS,"(48.8399887889119,2.40052566855206)",12038,http://velibs.github.io/data/png/41261.png
41290,08048 - MARCEAU,45 AVENUE MARCEAU - 75008 PARIS,"(48.8688517082349,2.29851404880358)",8048,http://velibs.github.io/data/png/41290.png
41295,09014 - FAUBOURG MONTMARTRE,55 RUE DU FAUBOURG MONTMARTRE - 75009 PARIS,"(48.8753297231533,2.34077266233144)",9014,http://velibs.github.io/data/png/41295.png
41301,13009 - BLANQUI CORVISART,46 BOULEVARD AUGUSTE BLANQUI - 75013 PARIS,"(48.8299837107196,2.35040358782183)",13009,http://velibs.github.io/data/png/41301.png
41302,19006 - MATHIS,6 RUE MATHIS - 75019 PARIS,"(48.8906781294313,2.37614246886362)",19006,http://velibs.github.io/data/png/41302.png
41308,42703 - FONTAINEBLEAU (KREMLIN BICETRE),93 AVENUE DE FONTAINEBLEAU - 94270 LE KREMLIN BICETRE,"(48.8095823380351,2.36268350990116)",42703,http://velibs.github.io/data/png/41308.png
41320,15025 - AMETTE,26 RUE DUPLEIX - 75015 PARIS,"(48.8514541821274,2.29671030093086)",15025,http://velibs.github.io/data/png/41320.png
41325,06008 - ASSAS LUXEMBOURG,90 RUE D'ASSAS - 75006 PARIS,"(48.8437344687794,2.33342838187589)",6008,http://velibs.github.io/data/png/41325.png
41338,19035 - PORTE CHAUMONT,RUE SIGMUND FREUD / PORTE CHAUMONT - 75019 PARIS,"(48.8857332998587,2.39784641538319)",19035,http://velibs.github.io/data/png/41338.png
41196,15107 -  PALAIS DES SPORTS,42 BOULEVARD VICTOR - 75015 PARIS,"(48.8335736182304,2.28548042091786)",15107,http://velibs.github.io/data/png/41196.png
41197,15013 - LECOURBE VOLONTAIRE,DEV 1 RUE DES VOLONTAIRES - 75015 PARIS,"(48.8435427350063,2.30655861557466)",15013,http://velibs.github.io/data/png/41197.png
41185,20016 - PYRENEES VITRUVE,114 BIS RUE DES PYRENEES - 75020 PARIS,"(48.857129400355,2.40442562517696)",20016,http://velibs.github.io/data/png/41185.png
41198,33104 - JOINEAU (PRE SAINT GERVAIS),RUE ANDRE JOINEAU / PLACE ANATOLE FRANCE - 93310 LE PRE SAINT GERVAIS,"(48.8836202338437,2.40324031836662)",33104,http://velibs.github.io/data/png/GERVA.png
41214,11042 - OBERKAMPF,1 RUE DU GRAND PRIEURE - 75011 PARIS,"(48.8646494198968,2.36926143825526)",11042,http://velibs.github.io/data/png/41214.png
41347,41603 - PASTEUR (SAINT MANDE),AVENUE PASTEUR/AVENUE DE PARIS - 94160 SAINT MANDE,"(48.8457792191646,2.42377059524055)",41603,http://velibs.github.io/data/png/41347.png
41306,12106 - BARTHES TROYES,3 RUE ROLAND BARTHES - 75012 PARIS,"(48.8439491758425,2.37908134343237)",12106,http://velibs.github.io/data/png/41306.png
41211,33009 - FELIX (AUBERVILLIERS),120 BOULEVARD FELIX FAURE - 93300 AUBERVILLIERS,"(48.9078857572667,2.37883847406415)",33009,http://velibs.github.io/data/png/41211.png
41327,01116 - OPÉRA PYRAMIDES,4 RUE DE VENTADOUR - 75001 PARIS,"(48.866810653323,2.33438844825187)",1116,http://velibs.github.io/data/png/41327.png
41400,12107 - DIDEROT BOURDAN,146 BOULEVARD DIDEROT - 75012 PARIS,"(48.8476538809846,2.39023863314186)",12107,http://velibs.github.io/data/png/41400.png
41399,17044 - PORTE DE SAINT OUEN,1 AVENUE DE LA PORTE DE SAINT OUEN - 75017 PARIS,"(48.8979224085452,2.32851451022192)",17044,http://velibs.github.io/data/png/41399.png
41398,19101 - SIMON BOLIVAR,36 AVENUE SIMON BOLIVAR - 75019 PARIS,"(48.8750704040631,2.38259171497997)",19101,http://velibs.github.io/data/png/41398.png
41422,18001 - DAMREMONT CAULAINCOURT,6 RUE DAMREMONT - 75018 PARIS,"(48.8872746426427,2.33264836384539)",18001,http://velibs.github.io/data/png/41422.png
41402,07014 - SAINT FRANCOIS XAVIER,35 BOULEVARD DES INVALIDES - 75007 PARIS,"(48.8516782290479,2.31463384062783)",7014,http://velibs.github.io/data/png/41402.png
41428,02020 - OPERA CASANOVA,02 RUE DANIEL CASANOVA - 75002 PARIS,"(48.8676230780568,2.33326859310154)",2020,http://velibs.github.io/data/png/41428.png
41345,19001 - OURCQ CRIMEE,243 RUE DE CRIMEE - 75019 PARIS,"(48.8941041403163,2.37294608846728)",19001,http://velibs.github.io/data/png/41345.png
41431,14104 - LOSSERAND BOYER-BARRET,4 RUE BOYER BARRET - 75014 PARIS,"(48.833139,2.317377)",14104,http://velibs.github.io/data/png/41431.png
41418,19105 - PORTE BRUNET,FACE 1 AVENUE AMBROISE RENDU - 75019 PARIS,"(48.8836592109373,2.39571950819391)",19105,http://velibs.github.io/data/png/41418.png
41456,13151 - GARE D'AUSTERLITZ,GARE D'AUSTERLITZ - 75013 PARIS,"(48.8405773029076,2.36612446185962)",13151,http://velibs.github.io/data/png/41456.png
41351,18041 - MARTYRS 2,FACE 112 BOULEVARD DE ROCHECHOUART - 75018 PARIS,"(48.8821942039509,2.34065184962233)",18041,http://velibs.github.io/data/png/41351.png
41463,15034 - COMMERCE,2 RUE LAKANAL - 75015 PARIS,"(48.8444259195454,2.29404143328216)",15034,http://velibs.github.io/data/png/41463.png
41452,42503 - LENINE (GENTILLY),FACE 71 AVENUE LENINE - 94250 GENTILLY,"(48.8131566777178,2.33205479495042)",42503,http://velibs.github.io/data/png/41452.png
41468,01012 - BOURSE DU COMMERCE,FACE 29 RUE JEAN JACQUES ROUSSEAU - 75001 PARIS,"(48.8629981667678,2.34155507782723)",1012,http://velibs.github.io/data/png/41468.png
41476,42008 - CASANOVA (IVRY),128 AVENUE DANIEL CASANOVA - 94200 IVRY,"(48.8142062847559,2.38420701355798)",42008,http://velibs.github.io/data/png/41476.png
41493,34001 - FRUCTIDOR (SAINT OUEN),FACE 10 RUE FRUCTIDOR / FACE BAT 2 LE COLYSEE - 93400 SAINT OUEN,"(48.900889626876,2.32481980780448)",34001,http://velibs.github.io/data/png/41493.png
41394,19009 - CITE DES SCIENCES,28BIS AVENUE CORENTIN CARIOU - 75019 PARIS,"(48.8965490597876,2.38464964402193)",19009,http://velibs.github.io/data/png/41394.png
41373,16044 - STADE FRANCAIS,24 AVENUE DE LA PORTE DE SAINT CLOUD - 75016 PARIS,"(48.8387133631624,2.25219106053761)",16044,http://velibs.github.io/data/png/41373.png
41509,12026 - PARC DE BERCY,61 RUE DE BERCY - 75012 PARIS,"(48.8377214589821,2.38221733705041)",12026,http://velibs.github.io/data/png/41509.png
41536,18113 - LEPIC,70 - 72 RUE LEPIC - 75018 PARIS,"(48.8875730709534,2.33432733641793)",18113,http://velibs.github.io/data/png/41536.png
41506,13031 - ITALIE MAISON BLANCHE,121 AVENUE D'ITALIE - 75013 PARIS,"(48.821159320801,2.35870121787832)",13031,http://velibs.github.io/data/png/41506.png
41524,32602 - POULMARCH (LES LILAS),7 RUE JEAN POULMARCH - 93260 LES LILAS,"(48.8794000532367,2.41616066183218)",32602,http://velibs.github.io/data/png/41524.png
41537,19027 - SERRURIER,FACE 109 BOULEVARD SERURIER - 75019 PARIS,"(48.8806060535742,2.3978962906105)",19027,http://velibs.github.io/data/png/41537.png
41547,10017 - GARE DE L'EST SAINT LAURENT,1 RUE DE LA FIDELITE - 75010 PARIS,"(48.8745750367803,2.3567967652049)",10017,http://velibs.github.io/data/png/41547.png
41404,14001 - EDGAR QUINET,13 BOULEVARD EDGAR QUINET - 75014 PARIS,"(48.841156216483,2.32444878951907)",14001,http://velibs.github.io/data/png/41404.png
41409,12021 - COURTELINE,1 - 3  et 5 avenue Courteline (angle boulevard Soult) - 75012 PARIS,"(48.844373193657,2.41097245166824)",12021,http://velibs.github.io/data/png/41409.png
41414,03009 - TEMPLE 113,76 RUE DU TEMPLE - 75003 PARIS,"(48.8615811577309,2.35660934144383)",3009,http://velibs.github.io/data/png/41414.png
41568,28003 - JAURES (PUTEAUX),152 RUE JEAN JAURES - 92800 PUTEAUX,"(48.8804708721965,2.23736244630457)",28003,http://velibs.github.io/data/png/41568.png
